"entryID","submissionID","submitterID","marker","referenceDB","pipeline","sampleID","referenceDB_simplified","error_rate_tool","ASV.OTU","tax_assign_cat","otu_seq_comp_appr","tax_class_id_cutoff","tax_class_evalue","tax_class_query_cutoff","tax_class_collapse","screen_other","screen_explanation","PC1","PC2"
"SaaraSuominen_COI_COICRABSCustom_MetaWorksOTUPseudogenefiltering_C","SaaraSuominen_COI_COICRABSCustom_MetaWorksOTUPseudogenefiltering","SaaraSuominen","COI","COICRABSCustom","MetaWorksOTUPseudogenefiltering","C","NCBI","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,"YES","pseudogene removal",-0.371874646409221,0.0297903557435913
"SaaraSuominen_COI_COICRABSCustom_MetaWorksOTU_A","SaaraSuominen_COI_COICRABSCustom_MetaWorksOTU","SaaraSuominen","COI","COICRABSCustom","MetaWorksOTU","A","NCBI","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,-0.333970277962939,0.0579022362159375
"SaaraSuominen_COI_COICRABSCustom_MetaWorksOTU_B","SaaraSuominen_COI_COICRABSCustom_MetaWorksOTU","SaaraSuominen","COI","COICRABSCustom","MetaWorksOTU","B","NCBI","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,-0.356392161934391,0.0455655396153581
"SaaraSuominen_COI_COICRABSCustom_MetaWorksOTU_C","SaaraSuominen_COI_COICRABSCustom_MetaWorksOTU","SaaraSuominen","COI","COICRABSCustom","MetaWorksOTU","C","NCBI","vsearch","OTU","sequence composition","rdp",NA,NA,NA,NA,NA,NA,-0.371874646409222,0.0297903557435913
"SaaraSuominen_COI_COINCBInt_PacMAN_A","SaaraSuominen_COI_COINCBInt_PacMAN","SaaraSuominen","COI","COINCBInt","PacMAN","A","COINCBInt","dada2","ASV","sequence composition","rdp",0.8,NA,NA,NA,NA,NA,-0.325896755242131,0.0531772056122548
"SaaraSuominen_COI_COINCBInt_PacMAN_B","SaaraSuominen_COI_COINCBInt_PacMAN","SaaraSuominen","COI","COINCBInt","PacMAN","B","COINCBInt","dada2","ASV","sequence composition","rdp",0.8,NA,NA,NA,NA,NA,-0.35542880634424,0.0434790442930518
"SaaraSuominen_COI_COINCBInt_PacMAN_C","SaaraSuominen_COI_COINCBInt_PacMAN","SaaraSuominen","COI","COINCBInt","PacMAN","C","COINCBInt","dada2","ASV","sequence composition","rdp",0.8,NA,NA,NA,NA,NA,-0.374336582417503,0.0235312183045217
"StenAnslan_12S_12SAllFishDez2023_PipeCraft2 DADA2 ASV_A","StenAnslan_12S_12SAllFishDez2023_PipeCraft2 DADA2 ASV","StenAnslan","12S","12SAllFishDez2023","PipeCraft2 DADA2 ASV","A","12SAllFishDez2023","dada2","ASV","sequence similarity","blastn",NA,0.001,NA,NA,NA,NA,0.0943241969723305,0.0414431484777086
"StenAnslan_12S_12SAllFishDez2023_PipeCraft2 DADA2 ASV_B","StenAnslan_12S_12SAllFishDez2023_PipeCraft2 DADA2 ASV","StenAnslan","12S","12SAllFishDez2023","PipeCraft2 DADA2 ASV","B","12SAllFishDez2023","dada2","ASV","sequence similarity","blastn",NA,0.001,NA,NA,NA,NA,0.0673902871795293,0.0420896511418128
"StenAnslan_12S_12SAllFishDez2023_PipeCraft2 DADA2 ASV_C","StenAnslan_12S_12SAllFishDez2023_PipeCraft2 DADA2 ASV","StenAnslan","12S","12SAllFishDez2023","PipeCraft2 DADA2 ASV","C","12SAllFishDez2023","dada2","ASV","sequence similarity","blastn",NA,0.001,NA,NA,NA,NA,0.079729284744589,0.0373120882942945
"StenAnslan_12S_12SAllFishDez2023_PipeCraft2 DADA2 OTU_A","StenAnslan_12S_12SAllFishDez2023_PipeCraft2 DADA2 OTU","StenAnslan","12S","12SAllFishDez2023","PipeCraft2 DADA2 OTU","A","12SAllFishDez2023","dada2","OTU","sequence similarity","blastn",NA,0.001,NA,"LULU",NA,NA,0.141925274978949,0.116178172172658
"StenAnslan_12S_12SAllFishDez2023_PipeCraft2 DADA2 OTU_B","StenAnslan_12S_12SAllFishDez2023_PipeCraft2 DADA2 OTU","StenAnslan","12S","12SAllFishDez2023","PipeCraft2 DADA2 OTU","B","12SAllFishDez2023","dada2","OTU","sequence similarity","blastn",NA,0.001,NA,"LULU",NA,NA,0.102348919941541,0.0942361364425078
"StenAnslan_12S_12SAllFishDez2023_PipeCraft2 DADA2 OTU_C","StenAnslan_12S_12SAllFishDez2023_PipeCraft2 DADA2 OTU","StenAnslan","12S","12SAllFishDez2023","PipeCraft2 DADA2 OTU","C","12SAllFishDez2023","dada2","OTU","sequence similarity","blastn",NA,0.001,NA,"LULU",NA,NA,0.115639545918809,0.0897730736901358
"StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 ASV_A","StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 ASV","StenAnslan","16S","16SAllFishDez2023","PipeCraft2 DADA2 ASV","A","16SAllFishDez2023","dada2","ASV","sequence similarity","blastn",NA,0.001,NA,NA,NA,NA,0.227825641160547,0.0651476773862388
"StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 ASV_B","StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 ASV","StenAnslan","16S","16SAllFishDez2023","PipeCraft2 DADA2 ASV","B","16SAllFishDez2023","dada2","ASV","sequence similarity","blastn",NA,0.001,NA,NA,NA,NA,0.204423848492051,0.0556643991424008
"StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 ASV_C","StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 ASV","StenAnslan","16S","16SAllFishDez2023","PipeCraft2 DADA2 ASV","C","16SAllFishDez2023","dada2","ASV","sequence similarity","blastn",NA,0.001,NA,NA,NA,NA,0.281358882324898,0.046811811390136
"StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 OTU_A","StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 OTU","StenAnslan","16S","16SAllFishDez2023","PipeCraft2 DADA2 OTU","A","16SAllFishDez2023","dada2","OTU","sequence similarity","blastn",NA,0.001,NA,"LULU",NA,NA,0.236734119827798,0.0739475360579444
"StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 OTU_B","StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 OTU","StenAnslan","16S","16SAllFishDez2023","PipeCraft2 DADA2 OTU","B","16SAllFishDez2023","dada2","OTU","sequence similarity","blastn",NA,0.001,NA,"LULU",NA,NA,0.216209044609767,0.0646911166325272
"StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 OTU_C","StenAnslan_16S_16SAllFishDez2023_PipeCraft2 DADA2 OTU","StenAnslan","16S","16SAllFishDez2023","PipeCraft2 DADA2 OTU","C","16SAllFishDez2023","dada2","OTU","sequence similarity","blastn",NA,0.001,NA,"LULU",NA,NA,0.281358882324898,0.046811811390136
"StenAnslan_16S_COIMetazoa_PipeCraft2 DADA2 ASV_A","StenAnslan_16S_COIMetazoa_PipeCraft2 DADA2 ASV","StenAnslan","16S","COIMetazoa","PipeCraft2 DADA2 ASV","A","COIMetazoa","dada2","ASV","sequence similarity","blastn",NA,0.001,NA,NA,NA,NA,-0.145581827692163,-0.246611524208148
"StenAnslan_16S_COIMetazoa_PipeCraft2 DADA2 ASV_B","StenAnslan_16S_COIMetazoa_PipeCraft2 DADA2 ASV","StenAnslan","16S","COIMetazoa","PipeCraft2 DADA2 ASV","B","COIMetazoa","dada2","ASV","sequence similarity","blastn",NA,0.001,NA,NA,NA,NA,-0.117111960359308,-0.23998719319097
"StenAnslan_16S_COIMetazoa_PipeCraft2 DADA2 ASV_C","StenAnslan_16S_COIMetazoa_PipeCraft2 DADA2 ASV","StenAnslan","16S","COIMetazoa","PipeCraft2 DADA2 ASV","C","COIMetazoa","dada2","ASV","sequence similarity","blastn",NA,0.001,NA,NA,NA,NA,-0.203264758086128,-0.222734238290813
"StenAnslan_COI_COIMetazoa_PipeCraft2 DADA2 OTU_A","StenAnslan_COI_COIMetazoa_PipeCraft2 DADA2 OTU","StenAnslan","COI","COIMetazoa","PipeCraft2 DADA2 OTU","A","COIMetazoa","dada2","OTU","sequence similarity","blastn",NA,0.001,NA,"LULU",NA,NA,-0.145581827692163,-0.246611524208148
"StenAnslan_COI_COIMetazoa_PipeCraft2 DADA2 OTU_B","StenAnslan_COI_COIMetazoa_PipeCraft2 DADA2 OTU","StenAnslan","COI","COIMetazoa","PipeCraft2 DADA2 OTU","B","COIMetazoa","dada2","OTU","sequence similarity","blastn",NA,0.001,NA,"LULU",NA,NA,-0.117111960359308,-0.23998719319097
"StenAnslan_COI_COIMetazoa_PipeCraft2 DADA2 OTU_C","StenAnslan_COI_COIMetazoa_PipeCraft2 DADA2 OTU","StenAnslan","COI","COIMetazoa","PipeCraft2 DADA2 OTU","C","COIMetazoa","dada2","OTU","sequence similarity","blastn",NA,0.001,NA,"LULU",NA,NA,-0.203264758086128,-0.222734238290813
"TomasVetrovsky_12S_12SAllFishDez2023_SEED2_A","TomasVetrovsky_12S_12SAllFishDez2023_SEED2","TomasVetrovsky","12S","12SAllFishDez2023","SEED2","A","12SAllFishDez2023","SEED2","OTU","sequence similarity","blastn",NA,NA,NA,NA,NA,NA,0.0989626580316417,-0.00982661513795837
"TomasVetrovsky_12S_12SAllFishDez2023_SEED2_B","TomasVetrovsky_12S_12SAllFishDez2023_SEED2","TomasVetrovsky","12S","12SAllFishDez2023","SEED2","B","12SAllFishDez2023","SEED2","OTU","sequence similarity","blastn",NA,NA,NA,NA,NA,NA,0.0974477913614583,-0.0081538636780067
"TomasVetrovsky_12S_12SAllFishDez2023_SEED2_C","TomasVetrovsky_12S_12SAllFishDez2023_SEED2","TomasVetrovsky","12S","12SAllFishDez2023","SEED2","C","12SAllFishDez2023","SEED2","OTU","sequence similarity","blastn",NA,NA,NA,NA,NA,NA,0.0983120842615368,-0.00856060868085212
"TomasVetrovsky_12S_NCBI_SEED2_A","TomasVetrovsky_12S_NCBI_SEED2","TomasVetrovsky","12S","NCBI","SEED2","A","NCBI","SEED2","OTU","sequence similarity","blastn",NA,NA,NA,NA,NA,NA,0.0938468772723103,-0.0072322837004255
"TomasVetrovsky_12S_NCBI_SEED2_B","TomasVetrovsky_12S_NCBI_SEED2","TomasVetrovsky","12S","NCBI","SEED2","B","NCBI","SEED2","OTU","sequence similarity","blastn",NA,NA,NA,NA,NA,NA,0.0933168071723851,-0.00710107225640238
"TomasVetrovsky_12S_NCBI_SEED2_C","TomasVetrovsky_12S_NCBI_SEED2","TomasVetrovsky","12S","NCBI","SEED2","C","NCBI","SEED2","OTU","sequence similarity","blastn",NA,NA,NA,NA,NA,NA,0.0943401497886207,-0.00761600074481578
"TomasVetrovsky_16S_16SAllFishDez2023_SEED2_B","TomasVetrovsky_16S_16SAllFishDez2023_SEED2","TomasVetrovsky","16S","16SAllFishDez2023","SEED2","B","16SAllFishDez2023","SEED2","OTU","sequence similarity","blastn",NA,NA,NA,NA,NA,NA,0.0933168071723851,-0.00710107225640238
"TomasVetrovsky_COI_COIMetazoaSep2024wormstax_SEED2_A","TomasVetrovsky_COI_COIMetazoaSep2024wormstax_SEED2","TomasVetrovsky","COI","COIMetazoaSep2024wormstax","SEED2","A","COIMetazoa","SEED2","OTU","sequence similarity","blastn",NA,NA,NA,NA,NA,NA,-0.413500567289256,0.0808388927215387
"TomasVetrovsky_COI_COIMetazoaSep2024wormstax_SEED2_B","TomasVetrovsky_COI_COIMetazoaSep2024wormstax_SEED2","TomasVetrovsky","COI","COIMetazoaSep2024wormstax","SEED2","B","COIMetazoa","SEED2","OTU","sequence similarity","blastn",NA,NA,NA,NA,NA,NA,-0.429231378368335,0.0910117468673804
"TomasVetrovsky_COI_COIMetazoaSep2024wormstax_SEED2_C","TomasVetrovsky_COI_COIMetazoaSep2024wormstax_SEED2","TomasVetrovsky","COI","COIMetazoaSep2024wormstax","SEED2","C","COIMetazoa","SEED2","OTU","sequence similarity","blastn",NA,NA,NA,NA,NA,NA,-0.433584912016263,0.069262555009059
"ZacharyGold_COI_COIMetazoa_Anacapa100_A","ZacharyGold_COI_COIMetazoa_Anacapa100","ZacharyGold","COI","COIMetazoa","Anacapa100","A","COIMetazoa","dada2","ASV","other","bowtie2-blca",NA,NA,NA,NA,NA,NA,-0.417208203904923,0.0664414994684389
"ZacharyGold_COI_COIMetazoa_Anacapa100_B","ZacharyGold_COI_COIMetazoa_Anacapa100","ZacharyGold","COI","COIMetazoa","Anacapa100","B","COIMetazoa","dada2","ASV","other","bowtie2-blca",NA,NA,NA,NA,NA,NA,-0.433122909365012,0.0753849350573763
"ZacharyGold_COI_COIMetazoa_Anacapa100_C","ZacharyGold_COI_COIMetazoa_Anacapa100","ZacharyGold","COI","COIMetazoa","Anacapa100","C","COIMetazoa","dada2","ASV","other","bowtie2-blca",NA,NA,NA,NA,NA,NA,-0.446692627085675,0.0439498163258925
"ZacharyGold_COI_COIMetazoa_Anacapa95_A","ZacharyGold_COI_COIMetazoa_Anacapa95","ZacharyGold","COI","COIMetazoa","Anacapa95","A","COIMetazoa","dada2","ASV","other","bowtie2-blca",NA,NA,NA,NA,NA,NA,-0.417121642924872,0.0661250126868055
"ZacharyGold_COI_COIMetazoa_Anacapa95_B","ZacharyGold_COI_COIMetazoa_Anacapa95","ZacharyGold","COI","COIMetazoa","Anacapa95","B","COIMetazoa","dada2","ASV","other","bowtie2-blca",NA,NA,NA,NA,NA,NA,-0.432908347425117,0.0749674565758293
"ZacharyGold_COI_COIMetazoa_Anacapa95_C","ZacharyGold_COI_COIMetazoa_Anacapa95","ZacharyGold","COI","COIMetazoa","Anacapa95","C","COIMetazoa","dada2","ASV","other","bowtie2-blca",NA,NA,NA,NA,NA,NA,-0.44669099088064,0.0442855895807255
"adamBennett_12S_12SAllFishDez2023_minderoo_A","adamBennett_12S_12SAllFishDez2023_minderoo","adamBennett","12S","12SAllFishDez2023","minderoo","A","12SAllFishDez2023","dada2","ASV","sequence similarity","blastn",NA,0.001,100,"LCA","YES","Filtering method using ASV read counts/proportions in control samples as described here https://www.sciencedirect.com/science/article/pii/S0048969724058133",0.0793569219238392,-0.236605575934781
"adamBennett_12S_12SAllFishDez2023_minderoo_B","adamBennett_12S_12SAllFishDez2023_minderoo","adamBennett","12S","12SAllFishDez2023","minderoo","B","12SAllFishDez2023","dada2","ASV","sequence similarity","blastn",NA,0.001,100,"LCA","YES","Filtering method using ASV read counts/proportions in control samples as described here https://www.sciencedirect.com/science/article/pii/S0048969724058133",0.00698685569710391,-0.235746511789721
"adamBennett_12S_12SAllFishDez2023_minderoo_C","adamBennett_12S_12SAllFishDez2023_minderoo","adamBennett","12S","12SAllFishDez2023","minderoo","C","12SAllFishDez2023","dada2","ASV","sequence similarity","blastn",NA,0.001,100,"LCA","YES","Filtering method using ASV read counts/proportions in control samples as described here https://www.sciencedirect.com/science/article/pii/S0048969724058133",0.0303514518921941,-0.270632355523888
"adamBennett_16S_16SAllFishDez2023_minderoo_A","adamBennett_16S_16SAllFishDez2023_minderoo","adamBennett","16S","16SAllFishDez2023","minderoo","A","16SAllFishDez2023","dada2","ASV","sequence similarity","blastn",NA,0.001,100,"LCA","YES","Filtering method using ASV read counts/proportions in control samples as described here https://www.sciencedirect.com/science/article/pii/S0048969724058133",0.283126143973728,-0.0244297015798546
"adamBennett_16S_16SAllFishDez2023_minderoo_B","adamBennett_16S_16SAllFishDez2023_minderoo","adamBennett","16S","16SAllFishDez2023","minderoo","B","16SAllFishDez2023","dada2","ASV","sequence similarity","blastn",NA,0.001,100,"LCA","YES","Filtering method using ASV read counts/proportions in control samples as described here https://www.sciencedirect.com/science/article/pii/S0048969724058133",0.307744185226402,-0.0167408293261258
"adamBennett_16S_16SAllFishDez2023_minderoo_C","adamBennett_16S_16SAllFishDez2023_minderoo","adamBennett","16S","16SAllFishDez2023","minderoo","C","16SAllFishDez2023","dada2","ASV","sequence similarity","blastn",NA,0.001,100,"LCA","YES","Filtering method using ASV read counts/proportions in control samples as described here https://www.sciencedirect.com/science/article/pii/S0048969724058133",0.308261260936254,-0.013680319757393
"adamBennett_COI_COIMetazoa_minderoo_A","adamBennett_COI_COIMetazoa_minderoo","adamBennett","COI","COIMetazoa","minderoo","A","COIMetazoa","dada2","ASV","sequence similarity","blastn",NA,0.001,100,"LCA","YES","Filtering method using ASV read counts/proportions in control samples as described here https://www.sciencedirect.com/science/article/pii/S0048969724058133",-0.42198829712367,0.125516720017565
"adamBennett_COI_COIMetazoa_minderoo_B","adamBennett_COI_COIMetazoa_minderoo","adamBennett","COI","COIMetazoa","minderoo","B","COIMetazoa","dada2","ASV","sequence similarity","blastn",NA,0.001,100,"LCA","YES","Filtering method using ASV read counts/proportions in control samples as described here https://www.sciencedirect.com/science/article/pii/S0048969724058133",-0.438356769894143,0.111712187527753
"adamBennett_COI_COIMetazoa_minderoo_C","adamBennett_COI_COIMetazoa_minderoo","adamBennett","COI","COIMetazoa","minderoo","C","COIMetazoa","dada2","ASV","sequence similarity","blastn",NA,0.001,100,"LCA","YES","Filtering method using ASV read counts/proportions in control samples as described here https://www.sciencedirect.com/science/article/pii/S0048969724058133",-0.448789172338322,0.103022491004277
"aurelieBonin_12S_12SAllFishDez2023_OBITools_A","aurelieBonin_12S_12SAllFishDez2023_OBITools","aurelieBonin","12S","12SAllFishDez2023","OBITools","A","12SAllFishDez2023","fastp","OTU","sequence similarity","ecotag",NA,NA,NA,NA,NA,NA,0.174382853313071,0.10196317501391
"aurelieBonin_12S_12SAllFishDez2023_OBITools_B","aurelieBonin_12S_12SAllFishDez2023_OBITools","aurelieBonin","12S","12SAllFishDez2023","OBITools","B","12SAllFishDez2023","fastp","OTU","sequence similarity","ecotag",NA,NA,NA,NA,NA,NA,0.101368857217114,0.0804636045542136
"aurelieBonin_12S_12SAllFishDez2023_OBITools_C","aurelieBonin_12S_12SAllFishDez2023_OBITools","aurelieBonin","12S","12SAllFishDez2023","OBITools","C","12SAllFishDez2023","fastp","OTU","sequence similarity","ecotag",NA,NA,NA,NA,NA,NA,0.130897656431462,0.0691703846164032
"aurelieBonin_16S_16SAllFishDez2023_OBITools_A","aurelieBonin_16S_16SAllFishDez2023_OBITools","aurelieBonin","16S","16SAllFishDez2023","OBITools","A","16SAllFishDez2023","fastp","OTU","sequence similarity","ecotag",NA,NA,NA,NA,NA,NA,0.294691625013947,0.411783090210295
"aurelieBonin_16S_16SAllFishDez2023_OBITools_B","aurelieBonin_16S_16SAllFishDez2023_OBITools","aurelieBonin","16S","16SAllFishDez2023","OBITools","B","16SAllFishDez2023","fastp","OTU","sequence similarity","ecotag",NA,NA,NA,NA,NA,NA,0.300746516977013,0.415536585515725
"aurelieBonin_16S_16SAllFishDez2023_OBITools_C","aurelieBonin_16S_16SAllFishDez2023_OBITools","aurelieBonin","16S","16SAllFishDez2023","OBITools","C","16SAllFishDez2023","fastp","OTU","sequence similarity","ecotag",NA,NA,NA,NA,NA,NA,0.300646442452582,0.439629062176259
"chrisHempel_12S_12SAllFishDez2023MIDORI2_ApscaleModified_A","chrisHempel_12S_12SAllFishDez2023MIDORI2_ApscaleModified","chrisHempel","12S","12SAllFishDez2023MIDORI2","ApscaleModified","A","12SAllFishDez2023MIDORI2","vsearch","ASV","sequence composition","vsearch sintax",0.75,NA,NA,"LULU",NA,NA,0.317817940021204,0.291354380735572
"chrisHempel_12S_12SAllFishDez2023MIDORI2_ApscaleModified_B","chrisHempel_12S_12SAllFishDez2023MIDORI2_ApscaleModified","chrisHempel","12S","12SAllFishDez2023MIDORI2","ApscaleModified","B","12SAllFishDez2023MIDORI2","vsearch","ASV","sequence composition","vsearch sintax",0.75,NA,NA,"LULU",NA,NA,0.287239415523836,0.242595159105307
"chrisHempel_12S_12SAllFishDez2023MIDORI2_ApscaleModified_C","chrisHempel_12S_12SAllFishDez2023MIDORI2_ApscaleModified","chrisHempel","12S","12SAllFishDez2023MIDORI2","ApscaleModified","C","12SAllFishDez2023MIDORI2","vsearch","ASV","sequence composition","vsearch sintax",0.75,NA,NA,"LULU",NA,NA,0.330628778928579,0.26906820393782
"chrisHempel_12S_12SAllFishDez2023_ApscaleModified_A","chrisHempel_12S_12SAllFishDez2023_ApscaleModified","chrisHempel","12S","12SAllFishDez2023","ApscaleModified","A","12SAllFishDez2023","vsearch","ASV","sequence composition","vsearch sintax",0.75,NA,NA,"LULU",NA,NA,0.0974754581687455,-0.00803141798853538
"chrisHempel_12S_12SAllFishDez2023_ApscaleModified_B","chrisHempel_12S_12SAllFishDez2023_ApscaleModified","chrisHempel","12S","12SAllFishDez2023","ApscaleModified","B","12SAllFishDez2023","vsearch","ASV","sequence composition","vsearch sintax",0.75,NA,NA,"LULU",NA,NA,0.0974711034477443,-0.00801819152406409
"chrisHempel_12S_12SAllFishDez2023_ApscaleModified_C","chrisHempel_12S_12SAllFishDez2023_ApscaleModified","chrisHempel","12S","12SAllFishDez2023","ApscaleModified","C","12SAllFishDez2023","vsearch","ASV","sequence composition","vsearch sintax",0.75,NA,NA,"LULU",NA,NA,0.0974900015897726,-0.00803467847272248
"chrisHempel_16S_16SAllFishDez2023_ApscaleModified_A","chrisHempel_16S_16SAllFishDez2023_ApscaleModified","chrisHempel","16S","16SAllFishDez2023","ApscaleModified","A","16SAllFishDez2023","vsearch","ASV","sequence composition","vsearch sintax",0.75,NA,NA,"LULU",NA,NA,0.0974281619645853,-0.00801740973915209
"chrisHempel_16S_16SAllFishDez2023_ApscaleModified_B","chrisHempel_16S_16SAllFishDez2023_ApscaleModified","chrisHempel","16S","16SAllFishDez2023","ApscaleModified","B","16SAllFishDez2023","vsearch","ASV","sequence composition","vsearch sintax",0.75,NA,NA,"LULU",NA,NA,0.0974427922181361,-0.00789521906752455
"chrisHempel_16S_16SAllFishDez2023_ApscaleModified_C","chrisHempel_16S_16SAllFishDez2023_ApscaleModified","chrisHempel","16S","16SAllFishDez2023","ApscaleModified","C","16SAllFishDez2023","vsearch","ASV","sequence composition","vsearch sintax",0.75,NA,NA,"LULU",NA,NA,0.0974721107871907,-0.00794962697015265
"chrisHempel_COI_BOLD_ApscaleModified_A","chrisHempel_COI_BOLD_ApscaleModified","chrisHempel","COI","BOLD","ApscaleModified","A","BOLD","DnoisE","ASV","sequence composition","vsearch sintax",0.75,NA,NA,"LULU",NA,NA,-0.435694382999844,0.105083817599913
"chrisHempel_COI_BOLD_ApscaleModified_B","chrisHempel_COI_BOLD_ApscaleModified","chrisHempel","COI","BOLD","ApscaleModified","B","BOLD","DnoisE","ASV","sequence composition","vsearch sintax",0.75,NA,NA,"LULU",NA,NA,-0.435994816495046,0.0979320110700677
"chrisHempel_COI_BOLD_ApscaleModified_C","chrisHempel_COI_BOLD_ApscaleModified","chrisHempel","COI","BOLD","ApscaleModified","C","BOLD","DnoisE","ASV","sequence composition","vsearch sintax",0.75,NA,NA,"LULU",NA,NA,-0.449397519203885,0.078123027801562
"emmaStrand_COI_COIAllFishDez2023_nf-coreAmpliseq_A","emmaStrand_COI_COIAllFishDez2023_nf-coreAmpliseq","emmaStrand","COI","COIAllFishDez2023","nf-coreAmpliseq","A","COIAllFishDez2023","dada2","ASV","sequence similarity","blastn",97,NA,95,NA,NA,NA,-0.200951697215241,0.137499899874015
"emmaStrand_COI_COIAllFishDez2023_nf-coreAmpliseq_B","emmaStrand_COI_COIAllFishDez2023_nf-coreAmpliseq","emmaStrand","COI","COIAllFishDez2023","nf-coreAmpliseq","B","COIAllFishDez2023","dada2","ASV","sequence similarity","blastn",97,NA,95,NA,NA,NA,-0.172320470404412,0.12496597958602
"emmaStrand_COI_COIAllFishDez2023_nf-coreAmpliseq_C","emmaStrand_COI_COIAllFishDez2023_nf-coreAmpliseq","emmaStrand","COI","COIAllFishDez2023","nf-coreAmpliseq","C","COIAllFishDez2023","dada2","ASV","sequence similarity","blastn",97,NA,95,NA,NA,NA,-0.139963547654387,0.0500654888652845
"geraldinePascal_12S_12SAllFishDez2023_frogsDADA2_A","geraldinePascal_12S_12SAllFishDez2023_frogsDADA2","geraldinePascal","12S","12SAllFishDez2023","frogsDADA2","A","12SAllFishDez2023","dada2","ASV","sequence similarity","blastn",NA,NA,NA,NA,"YES","needleall after blastn for optimum alignment",0.0775655796946634,-0.241467708531075
"geraldinePascal_12S_12SAllFishDez2023_frogsDADA2_B","geraldinePascal_12S_12SAllFishDez2023_frogsDADA2","geraldinePascal","12S","12SAllFishDez2023","frogsDADA2","B","12SAllFishDez2023","dada2","ASV","sequence similarity","blastn",NA,NA,NA,NA,"YES","needleall after blastn for optimum alignment",-0.00465315613254525,-0.227833399385161
"geraldinePascal_12S_12SAllFishDez2023_frogsDADA2_C","geraldinePascal_12S_12SAllFishDez2023_frogsDADA2","geraldinePascal","12S","12SAllFishDez2023","frogsDADA2","C","12SAllFishDez2023","dada2","ASV","sequence similarity","blastn",NA,NA,NA,NA,"YES","needleall after blastn for optimum alignment",0.0126598284634364,-0.269450964566193
"geraldinePascal_12S_12SAllFishDez2023_frogsSWARM_A","geraldinePascal_12S_12SAllFishDez2023_frogsSWARM","geraldinePascal","12S","12SAllFishDez2023","frogsSWARM","A","12SAllFishDez2023","swarm","OTU","sequence similarity","blastn",NA,NA,NA,NA,"YES","needleall after blastn for optimum alignment",0.0715881385511779,-0.24307951653949
"geraldinePascal_12S_12SAllFishDez2023_frogsSWARM_B","geraldinePascal_12S_12SAllFishDez2023_frogsSWARM","geraldinePascal","12S","12SAllFishDez2023","frogsSWARM","B","12SAllFishDez2023","swarm","OTU","sequence similarity","blastn",NA,NA,NA,NA,"YES","needleall after blastn for optimum alignment",-0.0140726440164591,-0.226060657419069
"geraldinePascal_12S_12SAllFishDez2023_frogsSWARM_C","geraldinePascal_12S_12SAllFishDez2023_frogsSWARM","geraldinePascal","12S","12SAllFishDez2023","frogsSWARM","C","12SAllFishDez2023","swarm","OTU","sequence similarity","blastn",NA,NA,NA,NA,"YES","needleall after blastn for optimum alignment",0.00673325111342656,-0.267374223715754
"geraldinePascal_16S_16SAllFishDez2023_frogsDADA2_A","geraldinePascal_16S_16SAllFishDez2023_frogsDADA2","geraldinePascal","16S","16SAllFishDez2023","frogsDADA2","A","16SAllFishDez2023","dada2","ASV","sequence similarity","blastn",NA,NA,NA,NA,"YES","needleall after blastn for optimum alignment",0.292548823591656,0.0521258289787135
"geraldinePascal_16S_16SAllFishDez2023_frogsDADA2_B","geraldinePascal_16S_16SAllFishDez2023_frogsDADA2","geraldinePascal","16S","16SAllFishDez2023","frogsDADA2","B","16SAllFishDez2023","dada2","ASV","sequence similarity","blastn",NA,NA,NA,NA,"YES","needleall after blastn for optimum alignment",0.309118867602477,0.0624873676100966
"geraldinePascal_16S_16SAllFishDez2023_frogsDADA2_C","geraldinePascal_16S_16SAllFishDez2023_frogsDADA2","geraldinePascal","16S","16SAllFishDez2023","frogsDADA2","C","16SAllFishDez2023","dada2","ASV","sequence similarity","blastn",NA,NA,NA,NA,"YES","needleall after blastn for optimum alignment",0.33062586661975,0.0534922719980014
"geraldinePascal_16S_16SAllFishDez2023_frogsSWARM_A","geraldinePascal_16S_16SAllFishDez2023_frogsSWARM","geraldinePascal","16S","16SAllFishDez2023","frogsSWARM","A","16SAllFishDez2023","swarm","OTU","sequence similarity","blastn",NA,NA,NA,NA,"YES","needleall after blastn for optimum alignment",0.290992926053302,0.0477809442030346
"geraldinePascal_16S_16SAllFishDez2023_frogsSWARM_B","geraldinePascal_16S_16SAllFishDez2023_frogsSWARM","geraldinePascal","16S","16SAllFishDez2023","frogsSWARM","B","16SAllFishDez2023","swarm","OTU","sequence similarity","blastn",NA,NA,NA,NA,"YES","needleall after blastn for optimum alignment",0.311616669773007,0.0537560370381628
